profile,origin,days,seed,completed_days,skipped_days,return_count,recovery_days,burnout,action_concentration,ending_band,xp,material
overload,burnout,180,24,162,18,16,46,65.63,0.176,sustainable,6191.2,568.0
optimizer,burnout,180,24,171,9,9,24,7.83,0.195,integrated,5212.08,513.0
low_energy,burnout,180,24,97,83,44,36,0,0.196,returning,888.52,97.0
adversarial,burnout,180,24,124,56,38,46,61.98,0.175,sustainable,6282.6,566.0
perfect,potential,180,24,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
cautious,potential,180,24,119,61,35,16,0,0.193,returning,1113.84,119.0
balanced,potential,180,24,144,36,26,17,1.04,0.184,sustainable,2822.4,288.0
chaotic,potential,180,24,94,86,48,12,8.0,0.181,integrated,2921.52,282.0
high_skip,potential,180,24,45,135,34,7,0,0.244,returning,424.8,45.0
returning,potential,180,24,102,78,43,14,0.29,0.186,sustainable,1966.56,204.0
overload,potential,180,24,157,23,21,42,68.34,0.174,sustainable,5951.4,546.0
optimizer,potential,180,24,171,9,9,22,14.99,0.195,integrated,5212.08,513.0
low_energy,potential,180,24,81,99,46,25,0,0.21,returning,741.96,81.0
adversarial,potential,180,24,122,58,35,44,71.38,0.177,returning,6271.5,565.0
perfect,return,180,24,176,4,4,24,4.06,0.17,integrated,3520.0,352.0
cautious,return,180,24,111,69,42,14,0,0.189,returning,1038.96,111.0
balanced,return,180,24,137,43,33,21,2.09,0.175,sustainable,2685.2,274.0
chaotic,return,180,24,92,88,45,10,2.0,0.174,integrated,2859.36,276.0
high_skip,return,180,24,45,135,34,6,0,0.244,returning,424.8,45.0
returning,return,180,24,101,79,42,15,0.29,0.193,sustainable,1947.28,202.0
overload,return,180,24,161,19,18,45,69.54,0.175,sustainable,6213.0,570.0
optimizer,return,180,24,172,8,7,24,7.83,0.196,integrated,5242.56,516.0
low_energy,return,180,24,87,93,45,33,0,0.207,returning,796.92,87.0
adversarial,return,180,24,128,52,34,46,75.82,0.17,returning,6393.6,576.0
perfect,lost,30,25,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,25,21,9,4,3,0,0.19,returning,196.56,21.0
balanced,lost,30,25,24,6,5,3,1.04,0.188,returning,470.4,48.0
chaotic,lost,30,25,9,21,6,0,0,0.185,returning,279.72,27.0
high_skip,lost,30,25,10,20,6,0,0,0.3,returning,94.4,10.0
returning,lost,30,25,20,10,7,3,0.29,0.2,returning,385.6,40.0
overload,lost,30,25,29,1,1,4,76.41,0.177,overloaded,1231.7,113.0
optimizer,lost,30,25,28,2,2,3,9.45,0.19,open,853.44,84.0
low_energy,lost,30,25,16,14,8,7,0,0.25,returning,146.56,16.0
adversarial,lost,30,25,20,10,7,2,76.94,0.184,returning,1087.8,98.0
perfect,burnout,30,25,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,25,20,10,8,4,0,0.2,returning,187.2,20.0
balanced,burnout,30,25,20,10,6,2,1.04,0.2,returning,392.0,40.0
chaotic,burnout,30,25,15,15,8,4,0,0.222,returning,466.2,45.0
high_skip,burnout,30,25,8,22,5,0,0,0.5,returning,75.52,8.0
returning,burnout,30,25,19,11,5,2,0.58,0.211,returning,366.32,38.0
overload,burnout,30,25,30,0,0,5,75.67,0.175,overloaded,1242.6,114.0
optimizer,burnout,30,25,28,2,2,4,5.45,0.19,open,853.44,84.0
low_energy,burnout,30,25,17,13,8,6,0,0.235,returning,155.72,17.0
adversarial,burnout,30,25,22,8,6,4,75.97,0.189,returning,1176.6,106.0
perfect,potential,30,25,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,25,19,11,8,3,0,0.211,returning,177.84,19.0
balanced,potential,30,25,24,6,4,3,1.04,0.208,returning,470.4,48.0
chaotic,potential,30,25,19,11,7,3,2.0,0.193,returning,590.52,57.0
high_skip,potential,30,25,8,22,6,0,0,0.375,returning,75.52,8.0
returning,potential,30,25,16,14,10,1,0,0.25,returning,308.48,32.0
overload,potential,30,25,29,1,1,4,76.41,0.177,overloaded,1231.7,113.0
optimizer,potential,30,25,28,2,2,3,9.45,0.19,open,853.44,84.0
low_energy,potential,30,25,18,12,7,4,0,0.222,returning,164.88,18.0
adversarial,potential,30,25,21,9,9,3,72.96,0.176,returning,1132.2,102.0
perfect,return,30,25,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,25,14,16,6,2,0,0.214,returning,131.04,14.0
balanced,return,30,25,21,9,7,2,1.04,0.19,returning,411.6,42.0
chaotic,return,30,25,14,16,8,2,2.0,0.19,returning,435.12,42.0
high_skip,return,30,25,9,21,6,1,0,0.333,returning,84.96,9.0
returning,return,30,25,20,10,6,1,0,0.2,returning,385.6,40.0
overload,return,30,25,28,2,1,4,72.09,0.18,overloaded,1209.9,111.0
optimizer,return,30,25,30,0,0,4,5.98,0.189,open,914.4,90.0
low_energy,return,30,25,16,14,6,5,0,0.25,returning,146.56,16.0
adversarial,return,30,25,24,6,6,5,75.61,0.171,returning,1298.7,117.0
perfect,lost,90,25,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,lost,90,25,62,28,17,10,0,0.194,returning,580.32,62.0
balanced,lost,90,25,73,17,14,9,3.13,0.185,returning,1430.8,146.0
chaotic,lost,90,25,40,50,20,4,11.62,0.192,returning,1243.2,120.0
high_skip,lost,90,25,20,70,15,3,0,0.25,returning,188.8,20.0
returning,lost,90,25,49,41,23,8,1.74,0.194,returning,944.72,98.0
overload,lost,90,25,82,8,8,20,73.42,0.179,returning,3171.9,291.0
optimizer,lost,90,25,86,4,4,12,9.4,0.194,sustainable,2621.28,258.0
low_energy,lost,90,25,38,52,19,11,0,0.237,returning,348.08,38.0
adversarial,lost,90,25,65,25,19,22,69.46,0.175,sustainable,3352.2,302.0
perfect,burnout,90,25,89,1,1,12,4.87,0.169,open,1780.0,178.0
cautious,burnout,90,25,64,26,18,10,0,0.188,returning,599.04,64.0
balanced,burnout,90,25,67,23,15,9,3.13,0.179,returning,1313.2,134.0
chaotic,burnout,90,25,53,37,21,6,2.0,0.201,returning,1647.24,159.0
high_skip,burnout,90,25,25,65,18,4,0,0.2,returning,236.0,25.0
returning,burnout,90,25,47,43,25,6,0,0.213,returning,906.16,94.0
overload,burnout,90,25,74,16,13,17,75.71,0.188,returning,2964.8,272.0
optimizer,burnout,90,25,87,3,3,11,18.64,0.192,sustainable,2651.76,261.0
low_energy,burnout,90,25,45,45,21,20,0,0.178,returning,412.2,45.0
adversarial,burnout,90,25,58,32,22,17,73.93,0.172,returning,2963.7,267.0
perfect,potential,90,25,87,3,3,12,4.87,0.172,sustainable,1740.0,174.0
cautious,potential,90,25,57,33,20,9,0,0.193,returning,533.52,57.0
balanced,potential,90,25,74,16,12,10,0.52,0.182,returning,1450.4,148.0
chaotic,potential,90,25,46,44,20,5,12.01,0.188,sustainable,1429.68,138.0
high_skip,potential,90,25,22,68,17,3,0,0.273,returning,207.68,22.0
returning,potential,90,25,50,40,23,4,0.87,0.19,returning,964.0,100.0
overload,potential,90,25,84,6,6,22,69.58,0.184,sustainable,3313.6,304.0
optimizer,potential,90,25,85,5,3,12,3.13,0.192,sustainable,2590.8,255.0
low_energy,potential,90,25,43,47,23,20,0,0.233,returning,393.88,43.0
adversarial,potential,90,25,64,26,17,21,72.24,0.172,returning,3296.7,297.0
perfect,return,90,25,87,3,3,12,4.87,0.172,open,1740.0,174.0
cautious,return,90,25,62,28,21,7,0,0.21,returning,580.32,62.0
balanced,return,90,25,65,25,17,7,1.57,0.177,returning,1274.0,130.0
chaotic,return,90,25,42,48,24,5,2.0,0.206,returning,1305.36,126.0
high_skip,return,90,25,26,64,17,2,0,0.269,returning,245.44,26.0
returning,return,90,25,56,34,17,5,0,0.179,returning,1079.68,112.0
overload,return,90,25,77,13,12,18,77.01,0.18,returning,3095.6,284.0
optimizer,return,90,25,84,6,5,12,5.63,0.194,sustainable,2560.32,252.0
low_energy,return,90,25,41,49,23,11,0,0.195,returning,375.56,41.0
adversarial,return,90,25,61,29,20,19,69.78,0.174,sustainable,3119.1,281.0
perfect,lost,180,25,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
cautious,lost,180,25,113,67,38,16,0,0.186,returning,1057.68,113.0
balanced,lost,180,25,143,37,28,21,2.61,0.178,sustainable,2802.8,286.0
chaotic,lost,180,25,94,86,43,13,4.0,0.191,integrated,2921.52,282.0
high_skip,lost,180,25,51,129,34,3,0,0.255,returning,481.44,51.0
returning,lost,180,25,103,77,37,17,0,0.194,sustainable,1985.84,206.0
overload,lost,180,25,163,17,16,45,71.83,0.171,returning,6191.2,568.0
optimizer,lost,180,25,165,15,14,25,3.13,0.198,integrated,5029.2,495.0
low_energy,lost,180,25,92,88,49,29,0,0.185,returning,842.72,92.0
adversarial,lost,180,25,138,42,34,54,74.81,0.173,returning,6993.0,630.0
perfect,burnout,180,25,179,1,1,25,4.06,0.168,sustainable,3580.0,358.0
cautious,burnout,180,25,106,74,46,15,0,0.198,returning,992.16,106.0
balanced,burnout,180,25,144,36,28,21,0,0.174,sustainable,2822.4,288.0
chaotic,burnout,180,25,92,88,48,15,0,0.207,sustainable,2859.36,276.0
high_skip,burnout,180,25,53,127,36,5,0,0.226,returning,500.32,53.0
returning,burnout,180,25,97,83,48,17,0.58,0.18,returning,1870.16,194.0
overload,burnout,180,25,160,20,17,45,69.05,0.173,sustainable,6158.5,565.0
optimizer,burnout,180,25,167,13,12,25,7.83,0.198,integrated,5090.16,501.0
low_energy,burnout,180,25,89,91,54,35,0,0.202,returning,815.24,89.0
adversarial,burnout,180,25,117,63,41,41,73.9,0.18,returning,6027.3,543.0
perfect,potential,180,25,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
cautious,potential,180,25,117,63,45,15,0,0.205,returning,1095.12,117.0
balanced,potential,180,25,145,35,29,16,3.54,0.176,sustainable,2842.0,290.0
chaotic,potential,180,25,83,97,45,9,0,0.189,sustainable,2579.64,249.0
high_skip,potential,180,25,52,128,39,10,0,0.231,returning,490.88,52.0
returning,potential,180,25,103,77,50,16,0,0.175,sustainable,1985.84,206.0
overload,potential,180,25,166,14,14,47,77.6,0.175,returning,6409.2,588.0
optimizer,potential,180,25,165,15,13,21,22.22,0.198,integrated,5029.2,495.0
low_energy,potential,180,25,82,98,42,25,0,0.22,returning,751.12,82.0
adversarial,potential,180,25,126,54,42,45,72.79,0.173,returning,6304.8,568.0
perfect,return,180,25,177,3,3,24,4.06,0.169,integrated,3540.0,354.0
cautious,return,180,25,101,79,44,13,0,0.188,returning,945.36,101.0
balanced,return,180,25,137,43,29,19,0,0.179,sustainable,2685.2,274.0
chaotic,return,180,25,85,95,48,11,5.8,0.18,sustainable,2641.8,255.0
high_skip,return,180,25,31,149,29,6,0,0.258,returning,292.64,31.0
returning,return,180,25,108,72,45,13,0.87,0.208,sustainable,2082.24,216.0
overload,return,180,25,159,21,19,44,66.62,0.173,sustainable,6114.9,561.0
optimizer,return,180,25,165,15,15,24,7.83,0.198,integrated,5029.2,495.0
low_energy,return,180,25,77,103,43,27,0,0.182,returning,705.32,77.0
adversarial,return,180,25,134,46,39,50,75.1,0.175,returning,6671.1,601.0
perfect,lost,30,26,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,26,22,8,4,4,0,0.227,returning,205.92,22.0
balanced,lost,30,26,17,13,9,3,0.52,0.206,returning,333.2,34.0
chaotic,lost,30,26,19,11,8,4,0,0.228,returning,590.52,57.0
high_skip,lost,30,26,8,22,7,1,0,0.25,returning,75.52,8.0
returning,lost,30,26,18,12,8,3,0.29,0.25,returning,347.04,36.0
overload,lost,30,26,30,0,0,5,70.79,0.172,open,1264.4,116.0
optimizer,lost,30,26,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,lost,30,26,14,16,6,3,0,0.286,returning,128.24,14.0
adversarial,lost,30,26,19,11,7,3,60.13,0.179,returning,1054.5,95.0
perfect,burnout,30,26,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,26,15,15,9,2,0,0.2,returning,140.4,15.0
balanced,burnout,30,26,25,5,5,4,1.04,0.18,returning,490.0,50.0
chaotic,burnout,30,26,12,18,9,2,0,0.222,returning,372.96,36.0
high_skip,burnout,30,26,6,24,5,1,0,0.333,returning,56.64,6.0
returning,burnout,30,26,18,12,4,2,0.58,0.194,returning,347.04,36.0
overload,burnout,30,26,28,2,1,5,65.98,0.174,open,1188.1,109.0
optimizer,burnout,30,26,30,0,0,4,12.98,0.189,open,914.4,90.0
low_energy,burnout,30,26,14,16,7,5,0,0.286,returning,128.24,14.0
adversarial,burnout,30,26,24,6,6,6,68.0,0.184,returning,1265.4,114.0
perfect,potential,30,26,28,2,1,4,1.62,0.179,open,560.0,56.0
cautious,potential,30,26,18,12,7,1,0,0.278,returning,168.48,18.0
balanced,potential,30,26,26,4,3,4,0.52,0.192,open,509.6,52.0
chaotic,potential,30,26,12,18,8,2,2.0,0.194,returning,372.96,36.0
high_skip,potential,30,26,7,23,3,2,0,0.286,open,66.08,7.0
returning,potential,30,26,21,9,7,4,0.58,0.214,returning,404.88,42.0
overload,potential,30,26,29,1,1,4,75.35,0.179,overloaded,1220.8,112.0
optimizer,potential,30,26,30,0,0,4,5.98,0.189,open,914.4,90.0
low_energy,potential,30,26,11,19,6,1,0,0.364,returning,100.76,11.0
adversarial,potential,30,26,22,8,6,4,72.78,0.176,returning,1198.8,108.0
perfect,return,30,26,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,26,18,12,7,3,0,0.222,returning,168.48,18.0
balanced,return,30,26,23,7,6,3,1.04,0.196,returning,450.8,46.0
chaotic,return,30,26,11,19,5,2,0,0.212,returning,341.88,33.0
high_skip,return,30,26,8,22,8,0,0,0.375,returning,75.52,8.0
returning,return,30,26,18,12,9,3,0.29,0.222,returning,347.04,36.0
overload,return,30,26,28,2,2,4,72.09,0.18,overloaded,1209.9,111.0
optimizer,return,30,26,27,3,3,4,3.13,0.198,open,822.96,81.0
low_energy,return,30,26,20,10,8,6,0,0.25,returning,183.2,20.0
adversarial,return,30,26,19,11,9,3,60.13,0.189,returning,1054.5,95.0
perfect,lost,90,26,89,1,1,12,4.87,0.169,open,1780.0,178.0
cautious,lost,90,26,57,33,20,7,0,0.193,returning,533.52,57.0
balanced,lost,90,26,72,18,13,10,1.57,0.174,returning,1411.2,144.0
chaotic,lost,90,26,38,52,20,7,2.0,0.193,returning,1181.04,114.0
high_skip,lost,90,26,24,66,17,3,0,0.25,returning,226.56,24.0
returning,lost,90,26,54,36,21,7,0,0.204,returning,1041.12,108.0
overload,lost,90,26,84,6,5,22,72.76,0.182,returning,3346.3,307.0
optimizer,lost,90,26,85,5,5,12,9.4,0.196,sustainable,2590.8,255.0
low_energy,lost,90,26,42,48,24,15,0,0.19,returning,384.72,42.0
adversarial,lost,90,26,62,28,17,19,74.19,0.176,returning,3152.4,284.0
perfect,burnout,90,26,89,1,1,12,4.87,0.169,open,1780.0,178.0
cautious,burnout,90,26,55,35,24,7,0,0.218,returning,514.8,55.0
balanced,burnout,90,26,75,15,13,7,2.09,0.173,returning,1470.0,150.0
chaotic,burnout,90,26,32,58,16,5,3.21,0.198,returning,994.56,96.0
high_skip,burnout,90,26,25,65,17,4,0,0.24,returning,236.0,25.0
returning,burnout,90,26,50,40,19,5,0,0.18,returning,964.0,100.0
overload,burnout,90,26,84,6,5,22,73.41,0.173,returning,3280.9,301.0
optimizer,burnout,90,26,86,4,4,12,9.4,0.194,sustainable,2621.28,258.0
low_energy,burnout,90,26,43,47,19,17,0,0.209,returning,393.88,43.0
adversarial,burnout,90,26,59,31,25,18,72.36,0.179,returning,3030.3,273.0
perfect,potential,90,26,87,3,3,12,3.25,0.172,sustainable,1740.0,174.0
cautious,potential,90,26,57,33,19,9,0,0.211,returning,533.52,57.0
balanced,potential,90,26,71,19,13,7,0.52,0.176,returning,1391.6,142.0
chaotic,potential,90,26,39,51,23,3,1.8,0.179,returning,1212.12,117.0
high_skip,potential,90,26,27,63,16,5,0,0.259,returning,254.88,27.0
returning,potential,90,26,49,41,24,9,0,0.194,returning,944.72,98.0
overload,potential,90,26,76,14,12,17,77.35,0.178,returning,3008.4,276.0
optimizer,potential,90,26,85,5,4,12,9.4,0.192,sustainable,2590.8,255.0
low_energy,potential,90,26,35,55,25,12,0,0.2,returning,320.6,35.0
adversarial,potential,90,26,65,25,15,22,73.07,0.177,returning,3385.5,305.0
perfect,return,90,26,89,1,1,12,4.87,0.169,sustainable,1780.0,178.0
cautious,return,90,26,59,31,22,8,0,0.186,returning,552.24,59.0
balanced,return,90,26,76,14,12,11,3.13,0.178,returning,1489.6,152.0
chaotic,return,90,26,38,52,20,7,0,0.175,returning,1181.04,114.0
high_skip,return,90,26,25,65,22,3,0,0.24,returning,236.0,25.0
returning,return,90,26,59,31,18,8,1.16,0.178,returning,1137.52,118.0
overload,return,90,26,75,15,11,17,67.74,0.182,sustainable,2932.1,269.0
optimizer,return,90,26,87,3,3,11,16.59,0.192,sustainable,2651.76,261.0
low_energy,return,90,26,51,39,24,15,0,0.196,returning,467.16,51.0
adversarial,return,90,26,67,23,18,22,76.26,0.171,returning,3374.4,304.0
perfect,lost,180,26,179,1,1,24,4.06,0.168,integrated,3580.0,358.0
cautious,lost,180,26,117,63,39,18,0,0.231,returning,1095.12,117.0
balanced,lost,180,26,137,43,35,20,0,0.19,sustainable,2685.2,274.0
chaotic,lost,180,26,76,104,43,13,0,0.189,sustainable,2362.08,228.0
high_skip,lost,180,26,45,135,35,5,0,0.311,returning,424.8,45.0
returning,lost,180,26,108,72,45,16,0.29,0.181,sustainable,2082.24,216.0
overload,lost,180,26,162,18,18,45,68.57,0.173,sustainable,6180.3,567.0
optimizer,lost,180,26,175,5,5,23,13.89,0.196,integrated,5334.0,525.0
low_energy,lost,180,26,85,95,46,30,0,0.188,returning,778.6,85.0
adversarial,lost,180,26,123,57,34,43,77.36,0.172,returning,6204.9,559.0
perfect,burnout,180,26,178,2,2,25,4.06,0.169,sustainable,3560.0,356.0
cautious,burnout,180,26,104,76,46,8,0,0.183,returning,973.44,104.0
balanced,burnout,180,26,142,38,30,21,2.09,0.183,sustainable,2783.2,284.0
chaotic,burnout,180,26,88,92,51,13,2.0,0.193,sustainable,2735.04,264.0
high_skip,burnout,180,26,41,139,32,3,0,0.22,returning,387.04,41.0
returning,burnout,180,26,98,82,45,13,0.58,0.209,returning,1889.44,196.0
overload,burnout,180,26,160,20,19,45,66.94,0.176,sustainable,6136.7,563.0
optimizer,burnout,180,26,174,6,5,24,5.28,0.195,integrated,5303.52,522.0
low_energy,burnout,180,26,83,97,46,30,0,0.217,returning,760.28,83.0
adversarial,burnout,180,26,123,57,41,44,75.76,0.173,returning,6227.1,561.0
perfect,potential,180,26,180,0,0,25,4.06,0.167,integrated,3600.0,360.0
cautious,potential,180,26,114,66,47,19,0,0.202,returning,1067.04,114.0
balanced,potential,180,26,139,41,33,21,0.52,0.176,sustainable,2724.4,278.0
chaotic,potential,180,26,86,94,42,14,2.0,0.186,integrated,2672.88,258.0
high_skip,potential,180,26,51,129,34,8,0,0.255,returning,481.44,51.0
returning,potential,180,26,102,78,45,15,0.29,0.176,sustainable,1966.56,204.0
overload,potential,180,26,156,24,22,42,69.32,0.169,sustainable,5984.1,549.0
optimizer,potential,180,26,170,10,9,24,7.3,0.196,integrated,5181.6,510.0
low_energy,potential,180,26,85,95,45,28,0,0.247,returning,778.6,85.0
adversarial,potential,180,26,124,56,39,45,67.18,0.175,sustainable,6293.7,567.0
perfect,return,180,26,178,2,2,24,4.06,0.169,integrated,3560.0,356.0
cautious,return,180,26,107,73,49,15,0,0.224,returning,1001.52,107.0
balanced,return,180,26,145,35,29,19,0,0.179,sustainable,2842.0,290.0
chaotic,return,180,26,96,84,39,14,0,0.184,integrated,2983.68,288.0
high_skip,return,180,26,53,127,41,10,0,0.208,returning,500.32,53.0
returning,return,180,26,88,92,43,12,0,0.182,returning,1696.64,176.0
overload,return,180,26,154,26,23,41,70.62,0.176,returning,5929.6,544.0
optimizer,return,180,26,169,11,9,22,7.83,0.195,integrated,5151.12,507.0
low_energy,return,180,26,87,93,44,25,0,0.218,returning,796.92,87.0
adversarial,return,180,26,125,55,40,44,73.16,0.182,returning,6227.1,561.0
perfect,lost,30,27,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,27,19,11,7,2,0,0.263,returning,177.84,19.0
balanced,lost,30,27,22,8,7,3,0.52,0.182,returning,431.2,44.0
chaotic,lost,30,27,18,12,7,2,9.61,0.204,returning,559.44,54.0
high_skip,lost,30,27,4,26,3,0,0,0.5,open,37.76,4.0
returning,lost,30,27,11,19,4,1,0,0.227,returning,212.08,22.0
overload,lost,30,27,25,5,5,3,64.85,0.18,returning,1090.0,100.0
optimizer,lost,30,27,27,3,2,4,3.13,0.198,open,822.96,81.0
low_energy,lost,30,27,14,16,8,5,0,0.357,returning,128.24,14.0
adversarial,lost,30,27,22,8,6,4,68.97,0.179,returning,1176.6,106.0
perfect,burnout,30,27,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,27,18,12,7,3,0,0.222,returning,168.48,18.0
balanced,burnout,30,27,27,3,3,4,1.04,0.185,open,529.2,54.0
chaotic,burnout,30,27,18,12,5,3,4.0,0.204,returning,559.44,54.0
high_skip,burnout,30,27,5,25,4,1,0,0.4,returning,47.2,5.0
returning,burnout,30,27,20,10,7,2,0,0.2,returning,385.6,40.0
overload,burnout,30,27,28,2,2,4,76.98,0.183,overloaded,1188.1,109.0
optimizer,burnout,30,27,25,5,4,4,3.13,0.2,returning,762.0,75.0
low_energy,burnout,30,27,14,16,7,5,0,0.214,returning,128.24,14.0
adversarial,burnout,30,27,21,9,7,4,68.96,0.176,returning,1132.2,102.0
perfect,potential,30,27,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,27,19,11,6,2,0,0.263,returning,177.84,19.0
balanced,potential,30,27,27,3,2,4,1.04,0.185,open,529.2,54.0
chaotic,potential,30,27,19,11,8,2,9.61,0.175,returning,590.52,57.0
high_skip,potential,30,27,9,21,7,1,0,0.333,returning,84.96,9.0
returning,potential,30,27,23,7,5,2,0.29,0.174,returning,443.44,46.0
overload,potential,30,27,23,7,7,4,40.98,0.196,returning,1002.8,92.0
optimizer,potential,30,27,26,4,3,4,3.13,0.192,open,792.48,78.0
low_energy,potential,30,27,14,16,8,5,0,0.286,returning,128.24,14.0
adversarial,potential,30,27,21,9,8,3,71.75,0.188,returning,1121.1,101.0
perfect,return,30,27,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,27,19,11,5,3,0,0.263,returning,177.84,19.0
balanced,return,30,27,25,5,5,4,1.04,0.18,returning,490.0,50.0
chaotic,return,30,27,16,14,8,2,5.41,0.188,returning,497.28,48.0
high_skip,return,30,27,10,20,7,2,0,0.3,returning,94.4,10.0
returning,return,30,27,20,10,8,3,0,0.225,returning,385.6,40.0
overload,return,30,27,24,6,5,3,58.42,0.198,returning,1046.4,96.0
optimizer,return,30,27,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,return,30,27,13,17,9,4,0,0.308,returning,119.08,13.0
adversarial,return,30,27,21,9,8,3,74.16,0.184,returning,1143.3,103.0
perfect,lost,90,27,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,lost,90,27,56,34,21,7,0,0.196,returning,524.16,56.0
balanced,lost,90,27,74,16,14,11,2.09,0.182,returning,1450.4,148.0
chaotic,lost,90,27,38,52,22,9,0,0.193,returning,1181.04,114.0
high_skip,lost,90,27,17,73,15,2,0,0.294,returning,160.48,17.0
returning,lost,90,27,54,36,23,7,0.87,0.194,returning,1041.12,108.0
overload,lost,90,27,79,11,10,19,71.47,0.182,returning,3106.5,285.0
optimizer,lost,90,27,85,5,5,12,9.4,0.196,sustainable,2590.8,255.0
low_energy,lost,90,27,44,46,21,17,0,0.205,returning,403.04,44.0
adversarial,lost,90,27,69,21,18,24,75.51,0.179,returning,3529.8,318.0
perfect,burnout,90,27,90,0,0,12,4.87,0.167,open,1800.0,180.0
